name,type,no_brand,generic,synonyms,manufacturers,linked
Руслада,marketing,False,,,"ЗАО ""Алексеевский молочноконсервный комбинат""","зао ""алексеевский молочноконсервный комбинат"""
Русская нива,marketing,False,,частная галерея,Таго,таго
Русские закуски,marketing,False,,,"ООО ""Состра""|ООО «Юнилевер Русь»","ооо ""состра""|ооо «юнилевер русь»"
Русский,marketing,False,,,"ОАО ""Валуйкисахар""|ОАО ""Знаменский сахарный завод""|ООО ""Валуйкисахар""","оао ""валуйкисахар""|оао ""знаменский сахарный завод"""
Русский Рыбный Мир,marketing,False,,,"ООО ""Русский рыбный мир""","оао ""русский рыбный мир"""
Русский Цикорий,marketing,False,,фитодар,"ЗАО ""Еремеевское""|ООО ТПК ""СТОКРОСС""","зао ""еремеевское""|ооо тпк ""стокросс"""
Русский бисквит,marketing,False,,,"ЗАО ""Русский бисквит""","зао ""русский бисквит"""
Русский дар,marketing,False,,,"ООО ""ПепсиКо Холдингс""","ооо ""пепсико холдингс"""
Русский завтрак,marketing,False,,,"ООО ""Компания ""Ангстрем Трейдинг""","ооо ""компания ""ангстрем трейдинг"""
Русский продукт,marketing,False,,,"ОАО ""РУССКИЙ ПРОДУКТ""|ОАО ""Русский продукт""","оао ""русский продукт"""
Русское чудо,marketing,False,,,"ООО ""ЕВРОПРОМ""","ооо ""европром"""
Рыбный Двор,marketing,False,,,"ЗАО ""Рыбный Двор""|ООО ""Рыбный двор""","зао ""рыбный двор"""
Рыбоведовъ,marketing,False,,,"ЗАО ""Торговый Дом ""Уральский продукт""|ООО РПК ""Золотая Линия""","зао ""торговый дом ""уральский продукт""|ооо рпк ""золотая линия"""
Рыбообрабатывающий комбинат №1,marketing,False,,аморе|рок-1|рок1,,"оао ""рыбообрабатывающий комбинат №1"""
Рюген Фиш,marketing,False,,rugen fisch,RugenFisch AG,rugenfisch ag
Ряба,marketing,False,,,"ОАО ""Нижегородский масло-жировой комбинат""","оао ""нижегородский масло-жировой комбинат"""
С Пылу С Жару,marketing,False,,лина,"ООО ""Лина""","ооо ""лина"""
"С-ОАО ""МК ""Сарпул - молоко""",manufacturer,False,,"мк ""сарпул - молоко|мк сарпул   молоко|мк сарпул - молоко","ОАО ""МК ""Сарпул - молоко""""""""""|С-ОАО ""МК ""Сарпул - молоко""",о'кей
Сarapelli,marketing,False,,,CARAPELLI FIRENZE S.P.A.,carapelli firenze s.p.a.
Сarte D'Or,marketing,False,,,ООО «Юнилевер Русь»,ооо «юнилевер русь»
СЕТУНЬ,marketing,False,,по-сетуньски,"ООО ""МПЗ ""Метунь""|ООО' МПЗ ""Сетунь""","ооо ""мпз ""метунь""|ооо' мпз ""сетунь"""
СИБИРСКИЙ деликатес,marketing,False,,,"ООО ""Сибирский деликатес""","ооо ""сибирский деликатес"""
СКИТ,marketing,False,,,"ООО ""Компания Скит""","ооо ""компания скит"""
СМАКАТА,marketing,False,,,"ОАО ""Быховский консервно-овощесушильный завод""","оао ""быховский консервно-овощесушильный завод"""
"СМПМарк-IV""",manufacturer,False,,,"СМПМарк-IV""",теди
"СООО ""Данон Шклов""",manufacturer,False,,данон шклов,"СООО ""Данон Шклов""",простоквашино
"СООО ""Квинфуд""",manufacturer,False,,квинфуд,"СООО ""КВИНФУД""|СООО ""Квинфуд""",гродфуд
"СП ""Санта Бремор""",manufacturer,False,,бухта изобилия|русское море|санта бремор|санта-бремор,"ООО ""Санта-Бремор""|СП ""Санта Бремор""","зао ""русское море""|русское море|санта-бремор|чука"
СТЕКЛО,manufacturer,True,,,СТЕКЛО,о'кей|черная карта
Савушкин,marketing,False,,101 зерно|савушкин продукт,"ОАО ""Савушкин продукт""","оао ""савушкин продукт"""
Садия,marketing,False,,мираторг,"ООО ""Мираторг-Запад""","ооо ""мираторг-запад"""
Сады Придонья,marketing,False,,,"ОАО ""Сады Придонья""|ОАО ""Сады Придонья"", Россия","оао ""сады придонья"", россия"
Сайгон,marketing,False,,,"ООО ""Каспий""|ООО ПКФ ""Ирей""","ооо ""каспий""|ооо пкф ""ирей"""
Салют,marketing,False,,,"ООО ""МПК Салют""","ооо ""мпк салют"""
Самсон,marketing,False,,,"ООО ""Мясокомбинат ""Всеволожский""|ООО ""Мясокомбинат ""Всеволожский"", Россия","ооо ""мясокомбинат ""всеволожский"", россия"
Санта-Бремор,marketing,False,,бухта изобилия|санта бремор,"ОАО ""Русское море""|СП ""Санта Бремор""","зао ""русское море""|сп ""санта бремор"""
Саратовский,marketing,False,,саратововский,"ЗАО ""Жировой комбинат""","зао ""жировой комбинат"""
Сармич,marketing,False,,,,
Саф-Момент,marketing,False,,саф момент,"ООО ""САФ-НЕВА""|ООО""САФ-Нева""","ооо""саф-нева"""
Саянский бройлер,marketing,False,,,,
Сваля,marketing,False,,,"АО ""Пено Жвайгждес""|АО ""Пено жвайгждес""|АО „Пено жвайгждес“","ао ""пено жвайгждес""|ао „пено жвайгждес“"
Свитлогорье,marketing,False,,,"ОАО ""Милкавита""","оао ""милкавита"""
Святой источник,marketing,False,,,"ООО ""Аква Стар""|ООО ""Фонте Аква""|ООО ""Эдельвейс Л""","ооо ""аква стар""|ооо ""фонте аква""|ооо ""эдельвейс л"""
Север,marketing,False,,,"ООО ""Север-Метрополь""","ооо ""север-метрополь"""
Северная компания,marketing,False,,,"ЗАО ""ИТА Северная Компания""|ЗАО ""ИТА Северная компания""","зао ""ита северная компания"""
Северная ягода,marketing,False,,,"ООО ""Лебедянский""","ооо ""лебедянский"""
Семейный Бюджет,marketing,False,,,"ЗАО ""Орелпродукт""|ОАО РАПП ""КАВКАЗ-МЯСО""","зао ""орелпродукт""|оао рапп ""кавказ-мясо"""
Сенежская,marketing,False,,,"ООО ""ФКПЧФ Бобимэкс тм""","ооо ""фкпчф бобимэкс тм"""
Си-Про,marketing,False,,,"ООО ""Живые Соки""","ооо ""живые соки"""
Сибирский Барс,marketing,False,,,"ООО ""БарС""|ООО ""СибБарс""","ооо ""барс""|ооо ""сиббарс"""
Сибирский размер,marketing,False,,,"ООО ""РАВИОЛИ""","ооо ""равиоли"""
